"","ID_2","ID_1","ID_0","duration","lati","long","Q1","Q2","gender","age","taking_freq","posting_freq","editing_app_freq","Heightinmeter","BMI","height","weight","num_taken","num_posted","SNS_1_Wechat","SNS_2_Weibo","SNS_3_Douyin","check_sns","SNS_4_XHS","SNS_5_QQ","ed1_cropping","ed2_brightness","ed3_exposure","ed4_filter","ed5_colortoblack","ed6_retouch","ed7_whiten","ed8_complexion","ed9_slimface","ed10_acne","ed11_bigeyes","ed12_auto","bd1_face","bd2_hair","bd3_upper","bd4_stomach","check_bd","bd5_lower","bd6_muscle","bd7_weight","bd8_height","bd9_overall","obj_1","obj_2","obj_3","obj_4","obj_5","obj_6","obj_7","check_obj","obj_8","obj_9","obj_10","obj_11","obj_12","obj_13","obj_14","obj_15","obj_16","obj_17","cosm_1","cosm_2","cosm_3","cosm_4","cosm_5","facesur_1","facesur_2","facesur_3","facesur_4","facesur_5","facesur_6","facesur_7","facesur_8","bsur_1","bsur_2","bsur_3","bsur_4","bsur_5","check_bsur","bsur_6","bsur_7","bsur_8","invst_1","invst_2","invst_3","invst_4","invst_5","invst_6","invst_7","invst_8","intlz_1","intlz_2","intlz_3","intlz_4","intlz_5","intlz_6","intlz_7","intlz_8","intlz_9","check_intlz","intlz_10","intlz_11","intlz_12","intlz_13","intlz_14","intlz_15","nar1","nar2","nar3","nar4","nar5","nar6","nar7","nar8","nar9","nar10","nar11","nar12","nar13","nar14","nar15","nar16","nar17","nar18","nar19","nar20","Q31"
"151",151,177,416,"476","30.29400634765625","120.16189575195313","3",NA,"1","2","2","5","4",1.62,17.1467764060357,162,"45","7","2","3","2","2","5","2","3","2","3","3","4","2","4","4","4","4","4","4","4","3","2","2","4","5","2","4","4","4","4","6","5","5","3","5","5","3","7","4","6","6","6","5","6","5","6","5","3","4","4","3","4","5","4","4","4","2","2","4","4","2","2","4","3","2","4","1","4","2","2","2","4","5","5","4","5","2","5","2","2","4","4","4","4","3","2","3","4","4","4","2","2","4","2","4","4","4","4","3","4","4","4","3","4","4","4","4","3","4","4","4","4","3","4","1845204"
"35",35,167,360,"804","34.259796142578125","108.92941284179688","3",NA,"1","2","3","3","4",1.53,17.0874449997864,153,"40","1","1","4","2","1","5","1","1","2","3","3","4","2","3","2","2","2","2","2","4","2","2","2","5","5","2","3","4","2","3","4","5","6","6","7","6","6","7","7","7","7","7","7","7","7","7","7","7","4","5","1","3","5","5","4","4","2","5","5","5","1","1","4","4","2","2","1","4","2","4","1","1","5","1","5","4","1","5","5","3","2","5","1","1","5","3","5","4","3","1","4","5","5","5","3","3","3","4","3","5","5","3","4","3","4","4","5","5","5","3","5","4","4","3","1845121"
"45",45,90,449,"797","28.178298950195313","113.1116943359375","3",NA,"1","2","4","3","4",1.53,17.0874449997864,153,"40","3","2","6","5","4","5","5","3","3","3","2","4","1","4","3","2","4","3","3","2","5","5","4","4","5","4","4","4","2","4","7","7","7","6","7","7","6","7","7","7","7","7","7","7","7","7","6","6","2","2","4","2","2","4","4","3","2","4","4","4","2","2","5","5","2","4","1","4","2","5","3","4","2","4","3","4","4","4","4","4","2","4","2","2","3","2","4","4","4","4","2","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","3","4","3","4","4","1804814"
"72",72,39,92,"671","22.533294677734375","114.13330078125","3",NA,"1","2","5","5","5",1.53,17.0874449997864,153,"40","10","10","6","3","2","5","3","3","1","2","2","4","3","5","5","3","4","5","3","3","4","5","4","1","5","4","2","4","1","4","7","6","5","6","7","6","5","7","5","7","6","5","6","7","5","6","7","4","4","4","1","4","5","4","4","4","1","4","5","4","1","3","3","3","2","4","1","4","2","3","4","2","2","3","4","4","2","4","5","4","2","4","1","2","5","4","4","4","2","1","4","5","4","4","1","4","5","4","3","4","2","3","2","4","2","4","5","2","4","4","5","4","1","4","1679678"
"8",8,86,204,"473","30.666702270507813","104.06671142578125","2","3","1","3","4","5","5",1.66,17.056176513282,166,"47","3","3","5","5","5","5","1","2","4","3","3","5","1","5","4","4","3","4","4","5","4","2","4","2","5","4","2","4","4","4","6","6","6","6","6","6","6","7","6","6","6","6","6","6","6","6","6","6","2","2","3","4","4","4","4","4","2","4","4","4","2","2","2","2","2","4","1","4","2","2","2","4","4","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","1790749"
"147",147,138,351,"548","30.29400634765625","120.16189575195313","3",NA,"1","2","4","4","4",1.66,17.056176513282,166,"47","35","7","5","4","2","5","1","3","4","5","4","5","2","5","5","5","2","3","2","2","4","3","4","2","5","4","3","4","4","4","7","6","6","4","7","6","6","7","6","6","6","7","6","7","7","7","6","4","3","4","2","4","4","4","3","4","4","3","2","2","3","4","4","2","3","2","1","4","3","2","2","4","2","4","4","4","3","2","4","4","2","4","2","2","4","3","4","4","2","3","4","2","4","4","3","4","4","4","3","2","3","4","3","4","3","3","4","3","3","3","4","3","3","3","1844653"
"56",56,103,300,"902","23.11669921875","113.25","3",NA,"1","2","5","5","2",1.59,17.0088208536055,159,"43","6","4","5","4","3","5","3","3","2","3","3","4","2","4","3","3","2","3","3","4","2","3","4","3","5","4","3","4","2","4","7","5","7","5","5","7","4","7","6","7","6","5","6","6","6","6","6","6","1","1","5","1","1","2","2","3","2","3","3","4","2","2","4","4","3","2","1","3","4","4","4","3","2","2","2","3","3","3","3","3","4","4","3","2","3","2","2","4","4","4","2","3","4","4","2","3","4","2","3","2","2","3","3","3","4","2","2","4","4","3","2","3","3","3","1832380"
"96",96,100,71,"408","39.928802490234375","116.38888549804688","3",NA,"1","2","5","3","2",1.72,16.901027582477,172,"50","24","2","6","3","1","5","1","2","4","2","2","3","4","4","1","1","3","2","2","2","4","3","4","5","5","4","4","4","5","4","7","5","6","6","7","7","4","7","5","6","6","5","7","7","7","7","7","5","3","3","3","3","3","1","1","1","4","4","2","2","4","4","4","4","3","3","1","4","5","4","3","4","3","4","4","4","3","4","4","4","2","5","2","2","4","4","4","4","2","2","4","4","4","4","4","3","4","4","2","2","5","5","5","4","4","4","5","5","5","2","2","4","4","2","1829720"
"9",9,87,337,"448","30.666702270507813","104.06671142578125","3",NA,"1","3","6","5","4",1.65,16.8962350780533,165,"46","7","5","4","3","4","5","3","2","3","4","5","4","3","2","3","3","4","3","4","5","4","2","4","3","5","3","2","3","2","3","6","5","3","6","5","4","6","7","5","4","3","4","5","4","5","4","5","4","4","5","2","4","5","4","5","4","2","2","4","4","2","2","2","1","2","4","1","4","2","2","2","4","5","4","4","5","3","3","4","5","2","4","2","2","4","4","5","4","2","2","4","5","4","4","4","5","4","5","4","3","4","5","4","4","4","4","5","4","3","4","3","4","4","4","1796248"
"90",90,49,288,"310","28.550003051757813","115.93328857421875","3",NA,"1","2","6","7","4",1.65,16.8962350780533,165,"46","11","2","3","3","5","5","3","2","2","2","2","3","3","4","4","3","4","4","4","1","3","2","2","2","5","2","2","3","3","4","5","6","4","6","6","5","5","7","4","6","6","4","5","5","4","6","6","3","2","4","4","2","3","4","2","3","3","4","3","4","2","2","2","2","2","4","1","4","2","3","2","4","3","4","4","4","2","4","4","4","2","4","2","2","4","2","4","4","2","3","4","3","3","4","3","3","4","4","3","4","4","4","2","3","3","4","3","4","4","3","4","3","3","3","1711839"
"131",131,83,148,"449","31.146896362304688","118.56710815429688","3",NA,"1","2","5","7","4",1.65,16.8962350780533,165,"46","11","7","4","3","5","5","6","2","1","2","3","5","1","5","4","5","3","1","3","4","4","5","5","4","5","4","3","3","4","4","7","6","3","7","7","7","4","7","3","6","6","3","6","7","6","7","7","2","4","4","3","4","4","5","5","4","2","5","5","5","2","2","2","2","1","4","1","4","2","2","2","5","2","3","5","5","2","5","5","4","2","4","2","2","5","4","5","4","2","2","5","1","4","2","4","4","4","5","3","4","2","4","4","4","4","4","5","4","4","4","2","4","4","4","1788777"
"168",168,114,182,"544","31.035903930664063","121.214599609375","3",NA,"1","3","4","2","4",1.65,16.8962350780533,165,"46","6","1","6","4","6","5","1","1","1","4","4","4","1","3","5","5","2","4","1","5","2","3","3","4","5","4","4","4","4","4","7","4","5","3","3","3","5","7","3","6","6","6","6","4","5","6","3","3","1","1","5","2","4","5","4","4","2","4","4","4","2","1","2","2","2","4","1","4","4","4","4","2","2","5","5","5","1","5","4","4","2","4","2","2","4","4","4","4","2","2","3","2","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","1838414"
"52",52,7,199,"553","23.11669921875","113.25","3",NA,"1","2","3","2","5",1.64,16.7311124330756,164,"45","20","1","1","3","3","5","1","1","2","1","1","5","2","4","2","1","2","1","1","2","3","2","2","2","5","2","1","3","3","3","6","7","4","5","7","4","1","7","4","7","7","4","5","5","4","6","4","4","2","3","4","3","4","3","3","3","2","2","3","3","4","2","4","3","2","3","1","4","3","3","1","5","4","2","4","5","1","5","4","4","3","5","3","2","5","4","4","4","2","2","5","2","4","5","2","2","3","3","2","2","3","1","3","3","2","1","5","2","3","2","5","3","3","3","1133"
"69",69,6,344,"878","22.533294677734375","114.13330078125","3",NA,"1","3","6","7","2",1.55,16.6493236212279,155,"40","7","3","5","1","2","5","1","3","2","4","3","4","1","4","3","1","1","2","1","5","4","4","4","3","5","5","4","5","4","4","7","5","7","5","5","5","5","7","5","6","5","3","5","5","4","5","7","2","1","1","5","1","1","4","3","2","2","4","3","2","2","2","3","4","4","2","1","2","3","4","4","2","2","3","2","5","3","4","4","4","1","4","2","2","1","1","1","4","5","4","1","2","2","2","4","3","5","4","3","2","1","3","2","4","2","2","3","3","2","2","2","1","1","3","111"
"105",105,184,135,"488","39.928802490234375","116.38888549804688","3",NA,"1","2","6","3","4",1.55,16.6493236212279,155,"40","5","1","6","6","6","5","1","1","3","3","2","4","2","4","4","4","2","4","1","3","3","3","4","4","5","5","3","2","3","4","7","4","6","6","6","7","5","7","6","5","5","6","4","4","6","6","6","5","2","4","3","4","4","2","2","2","4","2","2","2","4","4","4","4","4","2","1","3","4","4","2","4","4","4","3","4","3","3","4","3","4","5","4","2","2","1","1","4","5","5","1","1","1","1","3","3","4","2","3","2","2","2","2","4","2","2","2","4","4","3","4","3","3","3","188423"
"70",70,15,265,"737","22.533294677734375","114.13330078125","3",NA,"1","2","5","5","5",1.6,16.40625,160,"42","11","4","6","5","3","5","4","2","2","3","2","5","3","4","4","3","3","3","3","4","4","3","4","4","5","3","3","5","4","4","7","6","5","6","6","4","4","7","4","5","5","4","5","6","4","6","5","4","3","2","3","3","4","3","2","3","2","3","2","3","3","3","4","4","4","3","1","2","4","4","4","3","2","3","2","4","3","3","4","4","3","4","3","2","3","3","4","4","3","4","3","2","3","2","3","3","4","4","3","2","3","4","3","3","3","2","4","3","3","4","4","3","3","4","1347546"
"60",60,153,215,"579","23.11669921875","113.25","3",NA,"1","2","3","4","3",1.57,16.2278388575601,157,"40","2","1","4","3","5","5","5","1","3","2","2","3","1","2","2","2","1","1","1","3","4","3","4","4","5","3","3","4","3","3","6","6","6","4","6","6","6","7","7","7","6","6","5","6","6","6","6","5","2","2","4","2","2","2","2","2","4","4","4","4","2","2","3","4","4","4","1","4","3","4","4","2","2","2","4","4","2","4","4","4","2","4","2","2","3","2","2","4","4","4","2","2","2","2","4","3","4","3","3","4","4","4","4","3","4","4","4","4","4","3","3","4","4","4","1844919"
"125",125,47,386,"1066","32.9407958984375","117.36080932617188","3",NA,"1","2","4","4","4",1.65,16.1616161616162,165,"44","4","3","6","6","4","5","3","1","3","3","3","4","1","5","3","2","4","3","2","1","2","2","2","4","5","3","3","2","3","3","6","5","5","5","6","6","5","7","6","6","6","6","5","6","6","6","6","6","4","5","2","3","4","4","4","4","2","5","4","5","1","2","2","2","3","2","1","3","2","3","2","4","4","3","4","5","2","4","4","4","4","4","4","5","2","2","3","4","4","3","3","2","3","3","2","2","3","3","3","2","2","2","2","3","2","2","3","3","4","3","4","3","3","3","1702488"
"119",119,169,369,"559","39.142303466796875","117.172607421875","3",NA,"1","3","4","3","4",1.62,15.6226185032769,162,"41","19","3","6","1","6","5","1","1","2","2","2","4","1","3","3","3","1","1","1","5","4","4","5","5","5","3","2","4","4","4","7","5","4","6","6","6","4","7","4","7","7","4","4","6","5","6","7","4","1","1","5","1","1","5","5","5","1","5","5","5","1","1","2","2","1","5","1","5","1","5","2","5","3","5","5","5","1","5","5","5","1","5","1","1","5","5","5","4","1","1","5","5","5","5","5","4","5","4","3","4","5","5","5","3","4","5","5","4","4","3","5","3","3","3","1845138"
"144",144,82,213,"901","30.29400634765625","120.16189575195313","3",NA,"1","3","5","5","5",1.62,15.2415790275873,162,"40","6","3","6","2","5","5","2","1","2","3","2","2","2","5","2","3","2","5","3","2","4","1","2","4","5","4","3","3","2","4","7","4","5","4","5","6","4","7","6","5","7","7","6","6","4","6","6","4","2","2","4","3","4","2","2","2","4","2","2","2","4","4","5","5","5","2","1","4","2","5","2","4","3","4","2","4","2","4","4","4","4","5","4","4","3","2","3","4","4","4","2","2","2","2","2","3","4","2","2","2","2","4","3","3","4","2","2","4","2","3","4","2","3","3","1785916"
